"wind_kph","Continent","month_name"
13,"Asia","September"
6.8,"Europe","September"
13,"Africa","September"
3.6,"Europe","September"
24.1,"America","September"
15.1,"America","September"
11.2,"Africa","September"
6.8,"Africa","September"
6.8,"America","September"
11.2,"America","September"
4,"Europe","September"
9,"America","September"
13,"Europe","September"
44.6,"Atlantic","September"
6.1,"Asia","September"
11.2,"Asia","September"
6.8,"Asia","September"
4,"Asia","September"
3.6,"Europe","September"
3.6,"Asia","September"
4,"Europe","September"
19.1,"America","September"
13,"Asia","September"
4,"Asia","September"
11.2,"Asia","September"
11.2,"Africa","September"
24.5,"Pacific","September"
13.3,"Asia","September"
7.6,"Asia","September"
5,"Asia","September"
6.1,"Europe","September"
9,"Asia","September"
5.4,"Africa","September"
3.6,"Africa","September"
3.6,"Asia","September"
3.6,"Europe","September"
3.6,"Europe","September"
16.9,"Europe","September"
6.8,"Indian","September"
15.1,"Africa","September"
3.6,"Asia","September"
16.9,"Indian","September"
6.1,"Africa","September"
6.8,"Europe","September"
6.8,"Pacific","September"
16.2,"Africa","September"
20.2,"Indian","September"
25.9,"America","September"
9,"Pacific","September"
3.6,"Asia","September"
15.1,"Europe","September"
3.6,"Asia","September"
28.1,"Europe","September"
3.6,"Africa","September"
6.1,"Africa","September"
3.6,"Asia","September"
11.2,"Africa","September"
9,"Europe","September"
3.6,"Asia","September"
6.1,"Europe","September"
19.1,"Pacific","September"
6.8,"America","September"
4,"Africa","September"
3.6,"Africa","September"
8.3,"Asia","September"
9,"Europe","September"
37.1,"Europe","September"
6.1,"Asia","September"
9.4,"Asia","September"
13,"Pacific","September"
5.8,"America","September"
9,"America","September"
19.1,"Pacific","September"
21.2,"America","September"
17.3,"America","September"
22,"Asia","September"
6.8,"Europe","September"
13,"Europe","September"
6.1,"Asia","September"
9,"Europe","September"
6.8,"Europe","September"
11.2,"Africa","September"
13,"America","September"
11.2,"America","September"
30.6,"America","September"
13,"Pacific","September"
6.1,"Europe","September"
6.1,"Europe","September"
6.1,"Asia","September"
6.8,"Africa","September"
11.2,"Europe","September"
11.2,"Indian","September"
15.1,"Africa","September"
9,"Asia","September"
6.8,"Europe","September"
4,"Europe","September"
15.1,"Pacific","September"
31,"Africa","September"
11.2,"Africa","September"
6.8,"Asia","September"
11.2,"Africa","September"
3.6,"Europe","September"
15.1,"Asia","September"
19.8,"Africa","September"
14.8,"America","September"
9,"Europe","September"
3.6,"Europe","September"
16.9,"Asia","September"
3.6,"Asia","September"
16.9,"Africa","September"
3.6,"Asia","September"
7.2,"Asia","September"
8.6,"Europe","September"
9,"Pacific","September"
3.6,"America","September"
6.1,"Africa","September"
3.6,"Europe","September"
3.6,"Asia","September"
20.2,"Pacific","September"
3.6,"Africa","September"
9.7,"Europe","September"
9,"Asia","September"
6.8,"Europe","September"
3.6,"America","September"
25.9,"America","September"
4,"Asia","September"
19.1,"Pacific","September"
6.8,"America","September"
13,"Asia","September"
4.7,"Asia","September"
10.4,"Africa","September"
16.6,"Africa","September"
3.6,"Asia","September"
20.2,"Europe","September"
16.9,"Africa","September"
6.8,"Europe","September"
9,"Africa","September"
11.2,"America","September"
9,"America","September"
9,"Asia","September"
31,"Australia","September"
6.1,"Europe","September"
6.8,"Asia","September"
15.1,"America","September"
4,"Asia","September"
4.3,"Asia","September"
22,"America","September"
4,"Europe","September"
3.6,"Europe","September"
11.2,"America","September"
19.1,"Africa","September"
7.6,"Asia","September"
12.6,"America","September"
6.8,"Europe","September"
9,"Africa","September"
6.1,"America","September"
6.1,"Asia","September"
3.6,"Europe","September"
9.7,"Africa","September"
3.6,"Africa","September"
7.9,"Indian","September"
6.8,"Atlantic","September"
9,"Asia","September"
5.4,"Africa","September"
6.8,"America","September"
3.6,"Africa","September"
6.8,"Africa","September"
9,"America","September"
3.6,"Asia","September"
4.3,"Europe","September"
6.5,"Indian","September"
12.6,"Africa","September"
11.2,"America","September"
13,"Europe","September"
15.1,"America","September"
6.8,"Asia","September"
6.1,"Europe","September"
11.5,"Africa","September"
6.1,"Europe","September"
7.6,"Africa","September"
6.1,"America","September"
3.6,"America","September"
5,"America","September"
6.1,"Africa","September"
13,"America","September"
11.2,"Africa","September"
3.6,"Africa","September"
15.1,"Europe","September"
4,"Africa","September"
11.2,"Africa","September"
15.1,"Pacific","September"
13,"Europe","September"
6.1,"Europe","September"
15.1,"Africa","September"
3.6,"Africa","September"
11.2,"Asia","September"
6.1,"Europe","September"
16.9,"Africa","September"
13,"Europe","September"
20.2,"America","September"
6.8,"America","September"
15.1,"Africa","September"
4,"Africa","September"
6.8,"America","September"
16.9,"America","September"
6.8,"Europe","September"
15.1,"America","September"
13,"Europe","September"
16.9,"Atlantic","September"
11.2,"Asia","September"
6.8,"Asia","September"
3.6,"Asia","September"
6.1,"Asia","September"
6.8,"Europe","September"
6.8,"Asia","September"
6.8,"Europe","September"
20.2,"America","September"
28.1,"Asia","September"
3.6,"Asia","September"
11.2,"Asia","September"
4,"Africa","September"
27.4,"Pacific","September"
9.7,"Asia","September"
6.1,"Asia","September"
3.6,"Asia","September"
9,"Europe","September"
6.1,"Asia","September"
5.4,"Africa","September"
3.6,"Africa","September"
3.6,"Asia","September"
3.6,"Europe","September"
6.1,"Europe","September"
20.2,"Europe","September"
19.1,"Indian","September"
4.3,"Africa","September"
6.8,"Asia","September"
24.8,"Indian","September"
6.8,"Africa","September"
16.9,"Europe","September"
19.1,"Pacific","September"
18.4,"Africa","September"
15.1,"Indian","September"
19.1,"America","September"
6.8,"Pacific","September"
5.4,"Asia","September"
13,"Europe","September"
3.6,"Asia","September"
33.1,"Europe","September"
3.6,"Africa","September"
13,"Africa","September"
7.2,"Asia","September"
6.1,"Africa","September"
9,"Europe","September"
3.6,"Asia","September"
13,"Europe","September"
6.1,"Pacific","September"
15.1,"America","September"
6.1,"Africa","September"
6.8,"Africa","September"
4,"Asia","September"
3.6,"Europe","September"
51.8,"Europe","September"
6.1,"Asia","September"
9.7,"Asia","September"
15.1,"Pacific","September"
3.6,"America","September"
15.1,"America","September"
28.1,"Pacific","September"
14.4,"America","September"
15.8,"America","September"
3.6,"Asia","September"
3.6,"Europe","September"
24.1,"Europe","September"
3.6,"Asia","September"
9,"Europe","September"
6.8,"Europe","September"
6.1,"Africa","September"
16.9,"America","September"
11.2,"America","September"
26.6,"America","September"
9,"Pacific","September"
22,"Europe","September"
3.6,"Europe","September"
6.1,"Asia","September"
4,"Africa","September"
13,"Europe","September"
22,"Indian","September"
19.1,"Africa","September"
6.8,"Asia","September"
3.6,"Europe","September"
4,"Europe","September"
11.2,"Pacific","September"
28.8,"Africa","September"
3.6,"Africa","September"
9,"Asia","September"
18,"Africa","September"
6.8,"Europe","September"
13,"Asia","September"
19.8,"Africa","September"
3.6,"America","September"
13,"Europe","September"
3.6,"Europe","September"
11.2,"Asia","September"
6.8,"Asia","September"
13.3,"Africa","September"
11.2,"Asia","September"
9,"Asia","September"
4.7,"Europe","September"
16.9,"Pacific","September"
9,"America","September"
9,"Africa","September"
4,"Europe","September"
22,"Asia","September"
24.1,"Pacific","September"
9,"Africa","September"
6.1,"Europe","September"
6.1,"Asia","September"
11.2,"Europe","September"
20.2,"America","September"
29.9,"America","September"
11.2,"Asia","September"
29.9,"Pacific","September"
6.8,"America","September"
3.6,"Asia","September"
4,"Asia","September"
7.6,"Africa","September"
15.1,"Africa","September"
3.6,"Asia","September"
3.6,"Europe","September"
6.1,"Africa","September"
3.6,"Europe","September"
9,"Africa","September"
6.1,"America","September"
16.9,"America","September"
6.1,"Asia","September"
3.6,"Australia","September"
9,"Europe","September"
3.6,"Asia","September"
15.1,"America","September"
6.1,"Asia","September"
6.8,"Asia","September"
22,"America","September"
6.8,"Europe","September"
4,"Europe","September"
11.2,"America","September"
11.2,"Africa","September"
7.2,"Asia","September"
14,"America","September"
3.6,"Europe","September"
11.2,"Africa","September"
6.5,"America","September"
4,"Asia","September"
6.8,"Europe","September"
3.6,"Africa","September"
6.1,"Africa","September"
6.1,"Indian","September"
19.1,"Atlantic","September"
6.8,"Asia","September"
5,"Africa","September"
9,"America","September"
3.6,"Africa","September"
11.2,"Africa","September"
6.1,"America","September"
3.6,"Asia","September"
9,"Europe","September"
6.1,"Indian","September"
3.6,"Africa","September"
20.2,"America","September"
6.1,"Europe","September"
15.1,"America","September"
9,"Asia","September"
6.1,"Europe","September"
3.6,"Africa","September"
3.6,"Europe","September"
4.3,"Africa","September"
3.6,"America","September"
6.8,"America","September"
10.1,"America","September"
16.9,"Africa","September"
6.8,"America","September"
6.1,"Africa","September"
5.4,"Africa","September"
13,"Europe","September"
8.3,"Africa","September"
3.6,"Africa","September"
13,"Pacific","September"
13,"Europe","September"
6.8,"Europe","September"
13,"Africa","September"
3.6,"Africa","September"
16.9,"Asia","September"
6.8,"Europe","September"
15.1,"Africa","September"
22,"Europe","September"
20.2,"America","September"
3.6,"America","September"
6.8,"Africa","September"
13,"Africa","September"
11.2,"America","September"
9,"America","September"
6.1,"Europe","September"
6.8,"America","September"
6.8,"Europe","September"
24.1,"Atlantic","September"
3.6,"Asia","September"
6.8,"Asia","September"
11.2,"Asia","September"
3.6,"Asia","September"
9,"Europe","September"
3.6,"Asia","September"
6.1,"Europe","September"
31,"America","September"
19.1,"Asia","September"
3.6,"Asia","September"
11.2,"Asia","September"
6.8,"Africa","September"
26.6,"Pacific","September"
18,"Asia","September"
5.4,"Asia","September"
5.8,"Asia","September"
6.1,"Europe","September"
6.1,"Asia","September"
10.4,"Africa","September"
3.6,"Africa","September"
3.6,"Asia","September"
15.1,"Europe","September"
15.1,"Europe","September"
13,"Europe","September"
4,"Indian","September"
4.3,"Africa","September"
6.8,"Asia","September"
22.7,"Indian","September"
11.2,"Africa","September"
33.1,"Europe","September"
11.2,"Pacific","September"
4.3,"Africa","September"
11.2,"Indian","September"
22,"America","September"
9,"Pacific","September"
6.5,"Asia","September"
11.2,"Europe","September"
3.6,"Asia","September"
20.2,"Europe","September"
3.6,"Africa","September"
25.9,"Africa","September"
11.9,"Asia","September"
6.8,"Africa","September"
11.2,"Europe","September"
3.6,"Asia","September"
13,"Europe","September"
37.1,"Pacific","September"
11.2,"America","September"
9,"Africa","September"
3.6,"Africa","September"
4.7,"Asia","September"
9,"Europe","September"
4,"Europe","September"
6.1,"Asia","September"
10.1,"Asia","September"
6.1,"Pacific","September"
3.6,"America","September"
22,"America","September"
9,"Pacific","September"
9.4,"America","September"
15.5,"America","September"
3.6,"Asia","September"
6.1,"Europe","September"
11.2,"Europe","September"
3.6,"Asia","September"
9,"Europe","September"
11.2,"Europe","September"
6.8,"Africa","September"
15.1,"America","September"
9,"America","September"
25.6,"America","September"
11.2,"Pacific","September"
13,"Europe","September"
4,"Europe","September"
3.6,"Asia","September"
3.6,"Africa","September"
3.6,"Europe","September"
24.1,"Indian","September"
11.9,"Africa","September"
6.8,"Asia","September"
3.6,"Europe","September"
6.1,"Europe","September"
19.1,"Pacific","September"
32,"Africa","September"
20.2,"Africa","September"
6.8,"Asia","September"
23.4,"Africa","September"
6.1,"Europe","September"
15.1,"Asia","September"
17.3,"Africa","September"
11.2,"America","September"
13,"Europe","September"
3.6,"Europe","September"
3.6,"Asia","September"
4,"Asia","September"
16.2,"Africa","September"
6.8,"Asia","September"
10.8,"Asia","September"
9,"Europe","September"
24.1,"Pacific","September"
3.6,"America","September"
13,"Africa","September"
6.1,"Europe","September"
3.6,"Asia","September"
33.1,"Pacific","September"
6.1,"Africa","September"
4,"Europe","September"
13,"Asia","September"
6.8,"Europe","September"
9,"America","September"
13,"America","September"
6.8,"Asia","September"
16.9,"Pacific","September"
6.1,"America","September"
6.1,"Asia","September"
10.1,"Asia","September"
9,"Africa","September"
7.2,"Africa","September"
3.6,"Asia","September"
15.1,"Europe","September"
11.2,"Africa","September"
3.6,"Europe","September"
6.8,"Africa","September"
6.8,"America","September"
24.1,"America","September"
3.6,"Asia","September"
6.8,"Australia","September"
3.6,"Europe","September"
41,"Asia","September"
16.9,"America","September"
9,"Asia","September"
15.8,"Asia","September"
15.1,"America","September"
6.8,"Europe","September"
3.6,"Europe","September"
16.9,"America","September"
15.1,"Africa","September"
6.8,"Asia","September"
12.6,"America","September"
4,"Europe","September"
9,"Africa","September"
5.8,"America","September"
9,"Asia","September"
3.6,"Europe","September"
13.3,"Africa","September"
6.8,"Africa","September"
5.4,"Indian","September"
24.1,"Atlantic","September"
3.6,"Asia","September"
3.6,"Africa","September"
15.1,"America","September"
6.8,"Africa","September"
6.1,"Africa","September"
22,"America","September"
3.6,"Asia","September"
11.5,"Europe","September"
4.3,"Indian","September"
9,"Africa","September"
22,"America","September"
6.1,"Europe","September"
22,"America","September"
19.1,"Asia","September"
6.8,"Europe","September"
9,"Africa","September"
16.9,"Europe","September"
16.2,"Africa","September"
9,"America","September"
6.8,"America","September"
8.6,"America","September"
11.2,"Africa","September"
4,"America","September"
9,"Africa","September"
7.6,"Africa","September"
3.6,"Europe","September"
3.6,"Africa","September"
6.8,"Africa","September"
15.1,"Pacific","September"
6.1,"Europe","September"
3.6,"Europe","September"
11.2,"Africa","September"
3.6,"Africa","September"
31,"Asia","September"
9,"Europe","September"
20.2,"Africa","September"
3.6,"Europe","September"
22,"America","September"
6.8,"America","September"
13.3,"Africa","September"
6.1,"Africa","September"
6.8,"America","September"
13,"America","September"
6.8,"Europe","September"
15.1,"America","September"
6.1,"Europe","September"
10.1,"Atlantic","September"
3.6,"Asia","September"
3.6,"Asia","September"
11.2,"Asia","September"
9,"Asia","September"
6.8,"Europe","September"
3.6,"Asia","September"
6.8,"Europe","September"
24.1,"America","September"
19.1,"Asia","September"
6.8,"Asia","September"
15.1,"Asia","September"
3.6,"Africa","September"
31.7,"Pacific","September"
23.8,"Asia","September"
4.3,"Asia","September"
4.3,"Asia","September"
3.6,"Europe","September"
6.1,"Asia","September"
3.6,"Africa","September"
3.6,"Africa","September"
3.6,"Asia","September"
6.1,"Europe","September"
3.6,"Europe","September"
19.1,"Europe","September"
3.6,"Indian","September"
6.1,"Africa","September"
3.6,"Asia","September"
20.5,"Indian","September"
6.8,"Africa","September"
28.1,"Europe","September"
15.1,"Pacific","September"
17.6,"Africa","September"
6.8,"Indian","September"
25.9,"America","September"
13,"Pacific","September"
4,"Asia","September"
15.1,"Europe","September"
22,"Asia","September"
16.9,"Europe","September"
3.6,"Africa","September"
6.1,"Africa","September"
7.2,"Asia","September"
9,"Africa","September"
13,"Europe","September"
3.6,"Asia","September"
9,"Europe","September"
22,"Pacific","September"
15.1,"America","September"
11.2,"Africa","September"
4,"Africa","September"
5.4,"Asia","September"
6.8,"Europe","September"
33.1,"Europe","September"
6.8,"Asia","September"
10.8,"Asia","September"
3.6,"Pacific","September"
3.6,"America","September"
19.1,"America","September"
3.6,"Pacific","September"
18,"America","September"
13.7,"America","September"
11.2,"Asia","September"
3.6,"Europe","September"
11.2,"Europe","September"
6.8,"Asia","September"
9,"Europe","September"
3.6,"Europe","September"
6.8,"Africa","September"
13,"America","September"
9,"America","September"
20.2,"America","September"
3.6,"Pacific","September"
6.1,"Europe","September"
3.6,"Europe","September"
6.8,"Asia","September"
27.4,"Africa","September"
9,"Europe","September"
28.1,"Indian","September"
16.9,"Africa","September"
11.2,"Asia","September"
4,"Europe","September"
9,"Europe","September"
19.1,"Pacific","September"
22.7,"Africa","September"
3.6,"Africa","September"
3.6,"Asia","September"
4.7,"Africa","September"
6.1,"Europe","September"
13,"Asia","September"
21.2,"Africa","September"
6.8,"America","September"
3.6,"Europe","September"
3.6,"Europe","September"
20.2,"Asia","September"
6.8,"Asia","September"
14,"Africa","September"
6.8,"Asia","September"
11.5,"Asia","September"
8.6,"Europe","September"
19.1,"Pacific","September"
15.1,"America","September"
11.2,"Africa","September"
9,"Europe","September"
4,"Asia","September"
29.9,"Pacific","September"
4,"Africa","September"
4,"Europe","September"
6.8,"Asia","September"
11.2,"Europe","September"
11.2,"America","September"
20.2,"America","September"
11.2,"Asia","September"
25.9,"Pacific","September"
6.8,"America","September"
3.6,"Asia","September"
10.8,"Asia","September"
8.6,"Africa","September"
8.3,"Africa","September"
3.6,"Asia","September"
6.8,"Europe","September"
9,"Africa","September"
3.6,"Europe","September"
15.1,"Africa","September"
16.9,"America","September"
16.9,"America","September"
19.1,"Asia","September"
34.9,"Australia","September"
3.6,"Europe","September"
15.1,"Asia","September"
15.1,"America","September"
13,"Asia","September"
17.6,"Asia","September"
13,"America","September"
4,"Europe","September"
6.8,"Europe","September"
13,"America","September"
19.1,"Africa","September"
6.5,"Asia","September"
12.2,"America","September"
3.6,"Europe","September"
6.8,"Africa","September"
7.9,"America","September"
4,"Asia","September"
11.2,"Europe","September"
14,"Africa","September"
7.2,"Africa","September"
5,"Indian","September"
15.1,"Atlantic","September"
3.6,"Asia","September"
5.8,"Africa","September"
4,"America","September"
3.6,"Africa","September"
6.1,"Africa","September"
11.2,"America","September"
4,"Asia","September"
6.8,"Europe","September"
6.8,"Indian","September"
9,"Africa","September"
22,"America","September"
4,"Europe","September"
3.6,"America","September"
9,"Asia","September"
11.2,"Europe","September"
8.3,"Africa","September"
9,"Europe","September"
16.2,"Africa","September"
3.6,"America","September"
11.2,"America","September"
8.3,"America","September"
6.1,"Africa","September"
6.8,"America","September"
11.2,"Africa","September"
6.5,"Africa","September"
6.8,"Europe","September"
6.1,"Africa","September"
9,"Africa","September"
19.1,"Pacific","September"
13,"Europe","September"
6.1,"Europe","September"
15.1,"Africa","September"
19.1,"Africa","September"
28.1,"Asia","September"
13,"Europe","September"
19.1,"Africa","September"
47.9,"Europe","September"
20.2,"America","September"
15.1,"America","September"
6.8,"Africa","September"
3.6,"Africa","September"
11.2,"America","September"
15.1,"America","September"
11.2,"Europe","September"
25.9,"America","September"
3.6,"Europe","September"
37.8,"Atlantic","September"
9,"Asia","September"
3.6,"Asia","September"
6.8,"Asia","September"
4,"Asia","September"
11.2,"Europe","September"
6.8,"Asia","September"
11.2,"Europe","September"
13,"America","September"
34.9,"Asia","September"
6.1,"Asia","September"
6.8,"Asia","September"
6.8,"Africa","September"
22.7,"Pacific","September"
6.1,"Asia","September"
3.6,"Asia","September"
6.8,"Asia","September"
6.1,"Europe","September"
6.1,"Asia","September"
4.7,"Africa","September"
3.6,"Africa","September"
3.6,"Asia","September"
3.6,"Europe","September"
3.6,"Europe","September"
11.2,"Europe","September"
6.1,"Indian","September"
13,"Africa","September"
3.6,"Asia","September"
19.1,"Indian","September"
6.8,"Africa","September"
9,"Europe","September"
13,"Pacific","September"
28.8,"Africa","September"
6.8,"Indian","September"
6.8,"America","September"
6.1,"Pacific","September"
7.9,"Asia","September"
16.9,"Europe","September"
19.1,"Asia","September"
13,"Europe","September"
3.6,"Africa","September"
3.6,"Africa","September"
7.9,"Asia","September"
4,"Africa","September"
28.1,"Europe","September"
3.6,"Asia","September"
9,"Europe","September"
11.2,"Pacific","September"
11.2,"America","September"
6.1,"Africa","September"
9,"Africa","September"
4.7,"Asia","September"
3.6,"Europe","September"
46.1,"Europe","September"
3.6,"Asia","September"
11.2,"Asia","September"
11.2,"Pacific","September"
4,"America","September"
9,"America","September"
3.6,"Pacific","September"
10.1,"America","September"
9.4,"America","September"
6.1,"Asia","September"
6.8,"Europe","September"
16.9,"Europe","September"
9,"Asia","September"
6.8,"Europe","September"
11.2,"Europe","September"
9,"Africa","September"
16.9,"America","September"
9,"America","September"
22.7,"America","September"
3.6,"Pacific","September"
9,"Europe","September"
3.6,"Europe","September"
11.2,"Asia","September"
29.9,"Africa","September"
9,"Europe","September"
19.1,"Indian","September"
12.2,"Africa","September"
6.8,"Asia","September"
6.1,"Europe","September"
11.2,"Europe","September"
3.6,"Pacific","September"
24.1,"Africa","September"
6.8,"Africa","September"
4,"Asia","September"
16.9,"Africa","September"
6.1,"Europe","September"
13,"Asia","September"
18.4,"Africa","September"
3.6,"America","September"
11.2,"Europe","September"
3.6,"Europe","September"
19.1,"Asia","September"
3.6,"Asia","September"
11.9,"Africa","September"
6.8,"Asia","September"
13.7,"Asia","September"
5.8,"Europe","September"
31,"Pacific","September"
19.1,"America","September"
13,"Africa","September"
15.1,"Europe","September"
19.1,"Asia","September"
9,"Pacific","September"
11.2,"Africa","September"
4,"Europe","September"
6.1,"Asia","September"
3.6,"Europe","September"
11.2,"America","September"
3.6,"America","September"
6.8,"Asia","September"
20.2,"Pacific","September"
9,"America","September"
9,"Asia","September"
16.9,"Asia","September"
14,"Africa","September"
11.5,"Africa","September"
3.6,"Asia","September"
3.6,"Europe","September"
4,"Africa","September"
3.6,"Europe","September"
19.1,"Africa","September"
13,"America","September"
9,"America","September"
3.6,"Asia","September"
19.1,"Australia","September"
11.2,"Europe","September"
11.2,"Asia","September"
20.2,"America","September"
6.1,"Asia","September"
9.4,"Asia","September"
11.2,"America","September"
6.8,"Europe","September"
3.6,"Europe","September"
6.1,"America","September"
20.2,"Africa","September"
3.6,"Asia","September"
27,"America","September"
3.6,"Europe","September"
6.8,"Africa","September"
3.6,"America","September"
4,"Asia","September"
19.1,"Europe","September"
3.6,"Africa","September"
7.2,"Africa","September"
3.6,"Indian","September"
4,"Atlantic","September"
6.1,"Asia","September"
3.6,"Africa","September"
16.9,"America","September"
3.6,"Africa","September"
13,"Africa","September"
9,"America","September"
6.8,"Asia","September"
3.6,"Europe","September"
3.6,"Indian","September"
15.1,"Africa","September"
6.8,"America","September"
4,"Europe","September"
16.9,"America","September"
19.1,"Asia","September"
11.2,"Europe","September"
15.1,"Africa","September"
16.9,"Europe","September"
3.6,"Africa","September"
3.6,"America","September"
6.8,"America","September"
7.2,"America","September"
6.1,"Africa","September"
13,"America","September"
6.8,"Africa","September"
3.6,"Africa","September"
4,"Europe","September"
6.8,"Africa","September"
6.8,"Africa","September"
28.1,"Pacific","September"
3.6,"Europe","September"
11.2,"Europe","September"
19.1,"Africa","September"
3.6,"Africa","September"
3.6,"Asia","September"
6.1,"Europe","September"
29.9,"Africa","September"
42.8,"Europe","September"
13,"America","September"
19.1,"America","September"
11.2,"Africa","September"
3.6,"Africa","September"
11.2,"America","September"
8.6,"America","September"
3.6,"Europe","September"
10.8,"America","September"
3.6,"Europe","September"
26.3,"Atlantic","September"
11.2,"Asia","September"
4,"Asia","September"
15.1,"Asia","September"
3.6,"Asia","September"
3.6,"Europe","September"
13,"Asia","September"
3.6,"Europe","September"
31,"America","September"
13,"Asia","September"
3.6,"Asia","September"
11.2,"Asia","September"
3.6,"Africa","September"
14,"Pacific","September"
3.6,"Asia","September"
13.3,"Asia","September"
3.6,"Asia","September"
3.6,"Europe","September"
11.2,"Asia","September"
3.6,"Africa","September"
3.6,"Africa","September"
3.6,"Asia","September"
4,"Europe","September"
3.6,"Europe","September"
4,"Europe","September"
6.1,"Indian","September"
9,"Africa","September"
3.6,"Asia","September"
12.2,"Indian","September"
6.1,"Africa","September"
20.2,"Europe","September"
6.8,"Pacific","September"
26.6,"Africa","September"
3.6,"Indian","September"
28.1,"America","September"
9,"Pacific","September"
7.9,"Asia","September"
15.1,"Europe","September"
19.1,"Asia","September"
16.9,"Europe","September"
3.6,"Africa","September"
15.1,"Africa","September"
6.5,"Asia","September"
11.2,"Africa","September"
9,"Europe","September"
6.1,"Asia","September"
3.6,"Europe","September"
11.2,"Pacific","September"
29.9,"America","September"
6.8,"Africa","September"
9,"Africa","September"
3.6,"Asia","September"
4,"Europe","September"
31,"Europe","September"
3.6,"Asia","September"
10.1,"Asia","September"
19.1,"Pacific","September"
3.6,"America","September"
6.8,"America","September"
9.4,"Pacific","September"
5.4,"America","September"
10.4,"America","September"
3.6,"Asia","September"
3.6,"Europe","September"
9,"Europe","September"
3.6,"Asia","September"
3.6,"Europe","September"
15.1,"Europe","September"
6.1,"Africa","September"
19.1,"America","September"
3.6,"America","September"
8.6,"America","September"
19.1,"Pacific","September"
4,"Europe","September"
3.6,"Europe","September"
4,"Asia","September"
20.5,"Africa","September"
3.6,"Europe","September"
24.1,"Indian","September"
13,"Africa","September"
6.8,"Asia","September"
6.8,"Europe","September"
9,"Europe","September"
10.8,"Pacific","September"
24.1,"Africa","September"
3.6,"Africa","September"
4,"Asia","September"
14,"Africa","September"
6.1,"Europe","September"
19.1,"Asia","September"
39.2,"Africa","September"
3.6,"America","September"
3.6,"Europe","September"
3.6,"Europe","September"
6.1,"Asia","September"
3.6,"Asia","September"
14.4,"Africa","September"
13,"Asia","September"
4,"Asia","September"
7.2,"Europe","September"
28.1,"Pacific","September"
9,"America","September"
6.1,"Africa","September"
3.6,"Europe","September"
6.8,"Asia","September"
19.1,"Pacific","September"
6.1,"Africa","September"
8.6,"Europe","September"
4,"Asia","September"
3.6,"Europe","September"
6.8,"America","September"
6.8,"America","September"
15.1,"Asia","September"
16.9,"Pacific","September"
16.9,"America","September"
4,"Asia","September"
6.5,"Asia","September"
12.2,"Africa","September"
13,"Africa","September"
3.6,"Asia","September"
3.6,"Europe","September"
6.1,"Africa","September"
3.6,"Europe","September"
6.8,"Africa","September"
15.1,"America","September"
15.1,"America","September"
6.1,"Asia","September"
6.1,"Australia","September"
6.8,"Europe","September"
3.6,"Asia","September"
20.2,"America","September"
11.2,"Asia","September"
9.4,"Asia","September"
19.1,"America","September"
3.6,"Europe","September"
6.8,"Europe","September"
9,"America","September"
11.2,"Africa","September"
3.6,"Asia","September"
26.6,"America","September"
6.8,"Europe","September"
5.4,"Africa","September"
6.5,"America","September"
4,"Asia","September"
6.1,"Europe","September"
10.8,"Africa","September"
5.4,"Africa","September"
13,"Indian","September"
19.1,"Atlantic","September"
9,"Asia","September"
5.8,"Africa","September"
3.6,"America","September"
6.1,"Africa","September"
11.2,"Africa","September"
15.1,"America","September"
3.6,"Asia","September"
4.7,"Europe","September"
3.6,"Indian","September"
6.1,"Africa","September"
11.2,"America","September"
3.6,"Europe","September"
3.6,"America","September"
19.1,"Asia","September"
6.8,"Europe","September"
6.1,"Africa","September"
3.6,"Europe","September"
10.4,"Africa","September"
3.6,"America","September"
6.8,"America","September"
9.7,"America","September"
6.8,"Africa","September"
11.2,"America","September"
6.8,"Africa","September"
3.6,"Africa","September"
6.8,"Europe","September"
7.2,"Africa","September"
3.6,"Africa","September"
20.2,"Pacific","September"
6.8,"Europe","September"
6.1,"Europe","September"
9,"Africa","September"
9,"Africa","September"
33.1,"Asia","September"
6.1,"Europe","September"
13,"Africa","September"
28.1,"Europe","September"
24.1,"America","September"
15.1,"America","September"
19.1,"Africa","September"
3.6,"Africa","September"
11.2,"America","September"
19.1,"America","September"
3.6,"Europe","September"
9,"America","September"
6.8,"Europe","September"
11.9,"Atlantic","September"
11.2,"Asia","September"
11.2,"Asia","September"
22,"Asia","September"
3.6,"Asia","September"
6.8,"Europe","September"
9,"Asia","September"
3.6,"Europe","September"
34.9,"America","September"
15.1,"Asia","September"
13,"Asia","September"
11.2,"Asia","September"
6.8,"Africa","September"
14.8,"Pacific","September"
23,"Asia","September"
7.2,"Asia","September"
6.1,"Asia","September"
3.6,"Europe","September"
15.1,"Asia","September"
10.8,"Africa","September"
3.6,"Africa","September"
9,"Asia","September"
3.6,"Europe","September"
11.2,"Europe","September"
6.1,"Europe","September"
11.2,"Indian","September"
11.2,"Africa","September"
3.6,"Asia","September"
17.3,"Indian","September"
4,"Africa","September"
3.6,"Europe","September"
6.8,"Pacific","September"
25.6,"Africa","September"
11.2,"Indian","September"
22,"America","September"
15.1,"Pacific","September"
5.4,"Asia","September"
16.9,"Europe","September"
11.2,"Asia","September"
16.9,"Europe","September"
3.6,"Africa","September"
11.2,"Africa","September"
8.3,"Asia","September"
4,"Africa","September"
24.1,"Europe","September"
6.1,"Asia","September"
6.1,"Europe","September"
25.9,"Pacific","September"
15.1,"America","September"
6.8,"Africa","September"
6.1,"Africa","September"
4.7,"Asia","September"
