country,last_updated,uv_index,Continent,month_name,year_name
United States of America,09/09/2023 15:45,8,America,September,2023
Uruguay,09/09/2023 20:00,1,America,September,2023
Uzbekistan,10/09/2023 03:45,1,Asia,September,2023
Vanuatu,10/09/2023 10:00,5,Pacific,September,2023
Venezuela,09/09/2023 19:00,1,America,September,2023
Vietnam,10/09/2023 06:00,6,Asia,September,2023
Yemen,10/09/2023 02:00,1,Asia,September,2023
Zambia,10/09/2023 01:00,1,Africa,September,2023
Zimbabwe,10/09/2023 01:00,1,Africa,September,2023
Afghanistan,11/09/2023 03:15,1,Asia,September,2023
Albania,11/09/2023 00:45,1,Europe,September,2023
Algeria,10/09/2023 23:45,1,Africa,September,2023
Andorra,11/09/2023 00:45,1,Europe,September,2023
Angola,10/09/2023 23:45,1,Africa,September,2023
Antigua and Barbuda,10/09/2023 18:45,7,America,September,2023
Argentina,10/09/2023 19:45,1,America,September,2023
Armenia,11/09/2023 02:45,1,Asia,September,2023
Australia,11/09/2023 08:45,3,Australia,September,2023
Austria,11/09/2023 00:45,1,Europe,September,2023
Azerbaijan,11/09/2023 02:45,1,Asia,September,2023
Bahamas,10/09/2023 18:45,8,America,September,2023
Bahrain,11/09/2023 01:45,1,Asia,September,2023
Bangladesh,11/09/2023 04:45,1,Asia,September,2023
Barbados,10/09/2023 18:45,6,America,September,2023
Belarus,11/09/2023 01:45,1,Europe,September,2023
Belgium,11/09/2023 00:45,1,Europe,September,2023
Belize,10/09/2023 16:45,8,America,September,2023
Benin,10/09/2023 23:45,1,Africa,September,2023
Bhutan,11/09/2023 04:45,1,Asia,September,2023
Bolivia,10/09/2023 18:45,6,America,September,2023
Bosnia and Herzegovina,11/09/2023 00:45,1,Europe,September,2023
Botswana,11/09/2023 00:45,1,Africa,September,2023
Brazil,10/09/2023 18:45,1,America,September,2023
Brunei Darussalam,11/09/2023 06:45,1,Asia,September,2023
Bulgaria,11/09/2023 01:45,1,Europe,September,2023
Burkina Faso,10/09/2023 22:45,1,Africa,September,2023
Burundi,11/09/2023 00:45,1,Africa,September,2023
Madagascar,11/09/2023 01:45,1,Indian,September,2023
Cape Verde,10/09/2023 21:45,1,Atlantic,September,2023
Cambodia,11/09/2023 05:45,1,Asia,September,2023
Cameroon,10/09/2023 23:45,1,Africa,September,2023
Canada,10/09/2023 18:45,4,America,September,2023
Central African Republic,10/09/2023 23:45,1,Africa,September,2023
Chad,10/09/2023 23:45,1,Africa,September,2023
Chile,10/09/2023 19:45,3,America,September,2023
China,11/09/2023 06:45,5,Asia,September,2023
Bulgaria,11/09/2023 01:45,1,Europe,September,2023
Comoros,11/09/2023 01:45,1,Indian,September,2023
Congo,10/09/2023 23:45,1,Africa,September,2023
Costa Rica,10/09/2023 16:45,5,America,September,2023
Croatia,11/09/2023 00:45,1,Europe,September,2023
Cuba,10/09/2023 18:45,7,America,September,2023
Cyprus,11/09/2023 01:45,1,Asia,September,2023
Czech Republic,11/09/2023 00:45,1,Europe,September,2023
Democratic Republic of Congo,10/09/2023 23:45,1,Africa,September,2023
Denmark,11/09/2023 00:45,1,Europe,September,2023
Djibouti,11/09/2023 01:45,1,Africa,September,2023
Dominica,10/09/2023 18:45,6,America,September,2023
Dominican Republic,10/09/2023 18:45,8,America,September,2023
Ecuador,10/09/2023 17:45,4,America,September,2023
Egypt,11/09/2023 01:45,1,Africa,September,2023
El Salvador,10/09/2023 16:45,7,America,September,2023
Equatorial Guinea,10/09/2023 23:45,1,Africa,September,2023
Eritrea,11/09/2023 01:45,1,Africa,September,2023
Estonia,11/09/2023 01:45,1,Europe,September,2023
Swaziland,11/09/2023 00:45,1,Africa,September,2023
Ethiopia,11/09/2023 01:45,1,Africa,September,2023
Fiji Islands,11/09/2023 10:45,5,Pacific,September,2023
Finland,11/09/2023 01:45,1,Europe,September,2023
France,11/09/2023 00:45,1,Europe,September,2023
Gabon,10/09/2023 23:45,1,Africa,September,2023
Gambia,10/09/2023 22:45,1,Africa,September,2023
Georgia,11/09/2023 02:45,1,Asia,September,2023
Germany,11/09/2023 00:45,1,Europe,September,2023
Ghana,10/09/2023 22:45,1,Africa,September,2023
Greece,11/09/2023 01:45,1,Europe,September,2023
Grenada,10/09/2023 18:45,7,America,September,2023
Guatemala,10/09/2023 16:45,6,America,September,2023
Guinea,10/09/2023 22:45,1,Africa,September,2023
Guinea-Bissau,10/09/2023 22:45,1,Africa,September,2023
Guyana,10/09/2023 18:45,1,America,September,2023
Haiti,10/09/2023 18:45,7,America,September,2023
Vatican City,11/09/2023 00:45,1,Europe,September,2023
Honduras,10/09/2023 16:45,7,America,September,2023
Hungary,11/09/2023 00:45,1,Europe,September,2023
Iceland,10/09/2023 22:45,1,Atlantic,September,2023
India,11/09/2023 04:15,1,Asia,September,2023
Indonesia,11/09/2023 05:45,1,Asia,September,2023
Iran,11/09/2023 02:15,1,Asia,September,2023
Iraq,11/09/2023 01:45,1,Asia,September,2023
Ireland,10/09/2023 23:45,1,Europe,September,2023
Israel,11/09/2023 01:45,1,Asia,September,2023
Italy,11/09/2023 00:45,1,Europe,September,2023
Jamaica,10/09/2023 17:45,7,America,September,2023
Japan,11/09/2023 07:45,7,Asia,September,2023
Jordan,11/09/2023 01:45,1,Asia,September,2023
Kazakhstan,11/09/2023 04:45,1,Asia,September,2023
Kenya,11/09/2023 01:45,1,Africa,September,2023
Kiribati,11/09/2023 10:45,7,Pacific,September,2023
Kuwait,11/09/2023 01:45,1,Asia,September,2023
Kyrghyzstan,11/09/2023 04:45,1,Asia,September,2023
Indonesia,11/09/2023 05:45,1,Asia,September,2023
Latvia,11/09/2023 01:45,1,Europe,September,2023
Lebanon,11/09/2023 01:45,1,Asia,September,2023
Lesotho,11/09/2023 00:45,1,Africa,September,2023
Liberia,10/09/2023 22:45,1,Africa,September,2023
Thailand,11/09/2023 05:45,1,Asia,September,2023
Liechtenstein,11/09/2023 00:45,1,Europe,September,2023
Lithuania,11/09/2023 01:45,1,Europe,September,2023
Luxembourg,11/09/2023 00:45,1,Europe,September,2023
Madagascar,11/09/2023 01:45,1,Indian,September,2023
Malawi,11/09/2023 00:45,1,Africa,September,2023
Malaysia,11/09/2023 06:45,1,Asia,September,2023
Maldives,11/09/2023 03:45,1,Indian,September,2023
Mali,10/09/2023 22:45,1,Africa,September,2023
Malta,11/09/2023 00:45,1,Europe,September,2023
Marshall Islands,11/09/2023 10:45,6,Pacific,September,2023
Mauritania,10/09/2023 22:45,1,Africa,September,2023
Mauritius,11/09/2023 02:45,1,Indian,September,2023
Mexico,10/09/2023 16:45,7,America,September,2023
Micronesia,11/09/2023 09:45,6,Pacific,September,2023
Russia,11/09/2023 05:45,1,Asia,September,2023
Monaco,11/09/2023 00:45,1,Europe,September,2023
Mongolia,11/09/2023 06:45,1,Asia,September,2023
Montenegro,11/09/2023 00:45,1,Europe,September,2023
Morocco,10/09/2023 23:45,1,Africa,September,2023
Mozambique,11/09/2023 01:00,1,Africa,September,2023
Myanmar,11/09/2023 05:15,1,Asia,September,2023
Namibia,11/09/2023 00:45,1,Africa,September,2023
Turkey,11/09/2023 01:45,1,Europe,September,2023
Nepal,11/09/2023 04:30,1,Asia,September,2023
Netherlands,11/09/2023 00:45,1,Europe,September,2023
New Zealand,11/09/2023 11:00,4,Pacific,September,2023
Nicaragua,10/09/2023 17:00,7,America,September,2023
Niger,11/09/2023 00:00,1,Africa,September,2023
Nigeria,11/09/2023 00:00,1,Africa,September,2023
North Korea,11/09/2023 08:00,6,Asia,September,2023
Macedonia,11/09/2023 00:45,1,Europe,September,2023
Norway,11/09/2023 00:45,1,Europe,September,2023
Oman,11/09/2023 02:45,1,Asia,September,2023
Pakistan,11/09/2023 04:00,1,Asia,September,2023
Palau,11/09/2023 08:00,1,Pacific,September,2023
Bolivia,10/09/2023 19:00,1,America,September,2023
Panama,10/09/2023 17:45,6,America,September,2023
Papua New Guinea,11/09/2023 09:00,6,Pacific,September,2023
Paraguay,10/09/2023 19:00,1,America,September,2023
Peru,10/09/2023 17:45,5,America,September,2023
Philippines,11/09/2023 07:00,7,Asia,September,2023
Poland,11/09/2023 00:45,1,Europe,September,2023
Portugal,10/09/2023 23:45,1,Europe,September,2023
Qatar,11/09/2023 01:45,1,Asia,September,2023
Romania,11/09/2023 02:00,1,Europe,September,2023
Russia,11/09/2023 02:00,1,Europe,September,2023
Rwanda,11/09/2023 01:00,1,Africa,September,2023
Saint Kitts and Nevis,10/09/2023 19:00,1,America,September,2023
Saint Lucia,10/09/2023 19:00,1,America,September,2023
Saint Vincent and the Grenadines,10/09/2023 19:00,1,America,September,2023
Samoa,11/09/2023 12:00,7,Pacific,September,2023
San Marino,11/09/2023 01:00,1,Europe,September,2023
Belgium,11/09/2023 00:45,1,Europe,September,2023
Saudi Arabia,11/09/2023 02:00,1,Asia,September,2023
Senegal,10/09/2023 23:00,1,Africa,September,2023
Serbia,11/09/2023 01:00,1,Europe,September,2023
Seychelles Islands,11/09/2023 03:00,1,Indian,September,2023
Sierra Leone,10/09/2023 23:00,1,Africa,September,2023
Singapore,11/09/2023 06:45,1,Asia,September,2023
Slovakia,11/09/2023 01:00,1,Europe,September,2023
Slovenia,11/09/2023 01:00,1,Europe,September,2023
Solomon Islands,11/09/2023 10:00,7,Pacific,September,2023
Somalia,11/09/2023 02:00,1,Africa,September,2023
South Africa,11/09/2023 00:45,1,Africa,September,2023
South Korea,11/09/2023 07:45,6,Asia,September,2023
Sudan,11/09/2023 01:00,1,Africa,September,2023
Spain,11/09/2023 00:45,1,Europe,September,2023
Sri Lanka,11/09/2023 04:30,1,Asia,September,2023
Sudan,11/09/2023 01:00,1,Africa,September,2023
Suriname,10/09/2023 20:00,1,America,September,2023
Sweden,11/09/2023 01:00,1,Europe,September,2023
Switzerland,11/09/2023 01:00,1,Europe,September,2023
Syria,11/09/2023 02:00,1,Asia,September,2023
Tajikistan,11/09/2023 04:00,1,Asia,September,2023
Tanzania,11/09/2023 02:00,1,Africa,September,2023
Thailand,11/09/2023 05:45,1,Asia,September,2023
Timor-Leste,11/09/2023 08:00,7,Asia,September,2023
Bulgaria,11/09/2023 02:00,1,Europe,September,2023
Tonga,11/09/2023 12:00,5,Pacific,September,2023
Trinidad and Tobago,10/09/2023 18:45,7,America,September,2023
Tunisia,11/09/2023 00:00,1,Africa,September,2023
Turkey,11/09/2023 02:00,1,Europe,September,2023
Turkmenistan,11/09/2023 04:00,1,Asia,September,2023
Tuvalu,11/09/2023 11:00,6,Pacific,September,2023
Uganda,11/09/2023 02:00,1,Africa,September,2023
Ukraine,11/09/2023 02:00,1,Europe,September,2023
United Arab Emirates,11/09/2023 03:00,1,Asia,September,2023
United Kingdom,11/09/2023 00:00,1,Europe,September,2023
United States of America,10/09/2023 15:45,8,America,September,2023
Uruguay,10/09/2023 19:45,1,America,September,2023
Uzbekistan,11/09/2023 03:45,1,Asia,September,2023
Vanuatu,11/09/2023 10:00,5,Pacific,September,2023
Venezuela,10/09/2023 19:00,1,America,September,2023
Vietnam,11/09/2023 05:45,1,Asia,September,2023
Yemen,11/09/2023 02:00,1,Asia,September,2023
Zambia,11/09/2023 01:00,1,Africa,September,2023
Zimbabwe,11/09/2023 00:45,1,Africa,September,2023
Afghanistan,12/09/2023 03:15,1,Asia,September,2023
Albania,12/09/2023 00:45,1,Europe,September,2023
Algeria,11/09/2023 23:45,1,Africa,September,2023
Andorra,12/09/2023 01:00,1,Europe,September,2023
Angola,12/09/2023 00:00,1,Africa,September,2023
Antigua and Barbuda,11/09/2023 19:00,1,America,September,2023
Argentina,11/09/2023 19:45,1,America,September,2023
Armenia,12/09/2023 03:00,1,Asia,September,2023
Australia,12/09/2023 09:00,4,Australia,September,2023
Austria,12/09/2023 01:00,1,Europe,September,2023
Azerbaijan,12/09/2023 02:45,1,Asia,September,2023
Bahamas,11/09/2023 18:45,8,America,September,2023
Bahrain,12/09/2023 01:45,1,Asia,September,2023
Bangladesh,12/09/2023 04:45,1,Asia,September,2023
Barbados,11/09/2023 18:45,7,America,September,2023
Belarus,12/09/2023 01:45,1,Europe,September,2023
Belgium,12/09/2023 00:45,1,Europe,September,2023
Belize,11/09/2023 17:00,7,America,September,2023
Benin,12/09/2023 00:00,1,Africa,September,2023
Bhutan,12/09/2023 05:00,1,Asia,September,2023
Bolivia,11/09/2023 19:00,1,America,September,2023
Bosnia and Herzegovina,12/09/2023 01:00,1,Europe,September,2023
Botswana,12/09/2023 01:00,1,Africa,September,2023
Brazil,11/09/2023 19:00,1,America,September,2023
Brunei Darussalam,12/09/2023 07:00,6,Asia,September,2023
Bulgaria,12/09/2023 01:45,1,Europe,September,2023
Burkina Faso,11/09/2023 22:45,1,Africa,September,2023
Burundi,12/09/2023 01:00,1,Africa,September,2023
Madagascar,12/09/2023 02:00,1,Indian,September,2023
Cape Verde,11/09/2023 22:00,1,Atlantic,September,2023
Cambodia,12/09/2023 05:45,1,Asia,September,2023
Cameroon,12/09/2023 00:00,1,Africa,September,2023
Canada,11/09/2023 19:00,7,America,September,2023
Central African Republic,12/09/2023 00:00,1,Africa,September,2023
Chad,12/09/2023 00:00,1,Africa,September,2023
Chile,11/09/2023 19:45,4,America,September,2023
China,12/09/2023 07:00,5,Asia,September,2023
Bulgaria,12/09/2023 02:00,1,Europe,September,2023
Comoros,12/09/2023 02:00,1,Indian,September,2023
Congo,12/09/2023 00:00,1,Africa,September,2023
Costa Rica,11/09/2023 17:00,5,America,September,2023
Croatia,12/09/2023 01:00,1,Europe,September,2023
Cuba,11/09/2023 19:00,7,America,September,2023
Cyprus,12/09/2023 01:45,1,Asia,September,2023
Czech Republic,12/09/2023 01:00,1,Europe,September,2023
Democratic Republic of Congo,11/09/2023 23:45,1,Africa,September,2023
Denmark,12/09/2023 01:00,1,Europe,September,2023
Djibouti,12/09/2023 02:00,1,Africa,September,2023
Dominica,11/09/2023 19:00,1,America,September,2023
Dominican Republic,11/09/2023 18:45,6,America,September,2023
Ecuador,11/09/2023 17:45,5,America,September,2023
Egypt,12/09/2023 01:45,1,Africa,September,2023
El Salvador,11/09/2023 17:00,7,America,September,2023
Equatorial Guinea,12/09/2023 00:00,1,Africa,September,2023
Eritrea,12/09/2023 02:00,1,Africa,September,2023
Estonia,12/09/2023 02:00,1,Europe,September,2023
Swaziland,12/09/2023 01:00,1,Africa,September,2023
Ethiopia,12/09/2023 02:00,1,Africa,September,2023
Fiji Islands,12/09/2023 11:00,7,Pacific,September,2023
Finland,12/09/2023 02:00,1,Europe,September,2023
France,12/09/2023 00:45,1,Europe,September,2023
Gabon,11/09/2023 23:45,1,Africa,September,2023
Gambia,11/09/2023 23:00,1,Africa,September,2023
Georgia,12/09/2023 03:00,1,Asia,September,2023
Germany,12/09/2023 01:00,1,Europe,September,2023
Ghana,11/09/2023 23:00,1,Africa,September,2023
Greece,12/09/2023 02:00,1,Europe,September,2023
Grenada,11/09/2023 18:45,7,America,September,2023
Guatemala,11/09/2023 17:00,5,America,September,2023
Guinea,11/09/2023 23:00,1,Africa,September,2023
Guinea-Bissau,11/09/2023 23:00,1,Africa,September,2023
Guyana,11/09/2023 18:45,1,America,September,2023
Haiti,11/09/2023 19:00,1,America,September,2023
Vatican City,12/09/2023 00:45,1,Europe,September,2023
Honduras,11/09/2023 17:00,6,America,September,2023
Hungary,12/09/2023 00:45,1,Europe,September,2023
Iceland,11/09/2023 23:00,1,Atlantic,September,2023
India,12/09/2023 04:15,1,Asia,September,2023
Indonesia,12/09/2023 06:00,7,Asia,September,2023
Iran,12/09/2023 02:30,1,Asia,September,2023
Iraq,12/09/2023 01:45,1,Asia,September,2023
Ireland,11/09/2023 23:45,1,Europe,September,2023
Israel,12/09/2023 01:45,1,Asia,September,2023
Italy,12/09/2023 00:45,1,Europe,September,2023
Jamaica,11/09/2023 18:00,7,America,September,2023
Japan,12/09/2023 07:45,7,Asia,September,2023
Jordan,12/09/2023 02:00,1,Asia,September,2023
Kazakhstan,12/09/2023 05:00,1,Asia,September,2023
Kenya,12/09/2023 02:00,1,Africa,September,2023
Kiribati,12/09/2023 11:00,7,Pacific,September,2023
Kuwait,12/09/2023 02:00,1,Asia,September,2023
Kyrghyzstan,12/09/2023 05:00,1,Asia,September,2023
Indonesia,12/09/2023 06:00,5,Asia,September,2023
Latvia,12/09/2023 02:00,1,Europe,September,2023
Lebanon,12/09/2023 02:00,1,Asia,September,2023
Lesotho,12/09/2023 01:00,1,Africa,September,2023
Liberia,11/09/2023 23:00,1,Africa,September,2023
Thailand,12/09/2023 06:00,1,Asia,September,2023
Liechtenstein,12/09/2023 00:45,1,Europe,September,2023
Lithuania,12/09/2023 01:45,1,Europe,September,2023
Luxembourg,12/09/2023 01:00,1,Europe,September,2023
Madagascar,12/09/2023 02:00,1,Indian,September,2023
Malawi,12/09/2023 01:00,1,Africa,September,2023
Malaysia,12/09/2023 07:00,1,Asia,September,2023
Maldives,12/09/2023 04:00,1,Indian,September,2023
Mali,11/09/2023 23:00,1,Africa,September,2023
Malta,12/09/2023 01:00,1,Europe,September,2023
Marshall Islands,12/09/2023 11:00,6,Pacific,September,2023
Mauritania,11/09/2023 23:00,1,Africa,September,2023
Mauritius,12/09/2023 03:00,1,Indian,September,2023
Mexico,11/09/2023 16:45,6,America,September,2023
Micronesia,12/09/2023 10:00,7,Pacific,September,2023
Russia,12/09/2023 06:00,1,Asia,September,2023
Monaco,12/09/2023 00:45,1,Europe,September,2023
Mongolia,12/09/2023 07:00,5,Asia,September,2023
Montenegro,12/09/2023 01:00,1,Europe,September,2023
Morocco,12/09/2023 00:00,1,Africa,September,2023
Mozambique,12/09/2023 01:00,1,Africa,September,2023
Myanmar,12/09/2023 05:30,1,Asia,September,2023
Namibia,12/09/2023 01:00,1,Africa,September,2023
Turkey,12/09/2023 01:45,1,Europe,September,2023
Nepal,12/09/2023 04:45,1,Asia,September,2023
Netherlands,12/09/2023 01:00,1,Europe,September,2023
New Zealand,12/09/2023 11:00,4,Pacific,September,2023
Nicaragua,11/09/2023 17:00,7,America,September,2023
Niger,12/09/2023 00:00,1,Africa,September,2023
Nigeria,12/09/2023 00:00,1,Africa,September,2023
North Korea,12/09/2023 08:00,6,Asia,September,2023
Macedonia,12/09/2023 00:45,1,Europe,September,2023
Norway,12/09/2023 01:00,1,Europe,September,2023
Oman,12/09/2023 03:00,1,Asia,September,2023
Pakistan,12/09/2023 04:00,1,Asia,September,2023
Palau,12/09/2023 08:00,1,Pacific,September,2023
Bolivia,11/09/2023 19:00,1,America,September,2023
Panama,11/09/2023 18:00,7,America,September,2023
Papua New Guinea,12/09/2023 09:00,7,Pacific,September,2023
Paraguay,11/09/2023 19:00,1,America,September,2023
Peru,11/09/2023 18:00,5,America,September,2023
Philippines,12/09/2023 07:00,7,Asia,September,2023
Poland,12/09/2023 01:00,1,Europe,September,2023
Portugal,11/09/2023 23:45,1,Europe,September,2023
Qatar,12/09/2023 02:00,1,Asia,September,2023
Romania,12/09/2023 02:00,1,Europe,September,2023
Russia,12/09/2023 02:00,1,Europe,September,2023
Rwanda,12/09/2023 01:00,1,Africa,September,2023
Saint Kitts and Nevis,11/09/2023 19:00,1,America,September,2023
Saint Lucia,11/09/2023 19:00,1,America,September,2023
Saint Vincent and the Grenadines,11/09/2023 19:00,1,America,September,2023
Samoa,12/09/2023 12:00,7,Pacific,September,2023
San Marino,12/09/2023 01:00,1,Europe,September,2023
Belgium,12/09/2023 01:00,1,Europe,September,2023
Saudi Arabia,12/09/2023 02:00,1,Asia,September,2023
Senegal,11/09/2023 23:00,1,Africa,September,2023
Serbia,12/09/2023 01:00,1,Europe,September,2023
Seychelles Islands,12/09/2023 03:00,1,Indian,September,2023
Sierra Leone,11/09/2023 23:00,1,Africa,September,2023
Singapore,12/09/2023 07:00,7,Asia,September,2023
Slovakia,12/09/2023 01:00,1,Europe,September,2023
Slovenia,12/09/2023 01:00,1,Europe,September,2023
Solomon Islands,12/09/2023 10:00,7,Pacific,September,2023
Somalia,12/09/2023 02:00,1,Africa,September,2023
South Africa,12/09/2023 01:00,1,Africa,September,2023
South Korea,12/09/2023 07:45,6,Asia,September,2023
Sudan,12/09/2023 01:00,1,Africa,September,2023
Spain,12/09/2023 01:00,1,Europe,September,2023
Sri Lanka,12/09/2023 04:30,1,Asia,September,2023
Sudan,12/09/2023 01:00,1,Africa,September,2023
Suriname,11/09/2023 20:00,1,America,September,2023
Sweden,12/09/2023 01:00,1,Europe,September,2023
Switzerland,12/09/2023 01:00,1,Europe,September,2023
Syria,12/09/2023 02:00,1,Asia,September,2023
Tajikistan,12/09/2023 04:00,1,Asia,September,2023
Tanzania,12/09/2023 02:00,1,Africa,September,2023
Thailand,12/09/2023 06:00,1,Asia,September,2023
Timor-Leste,12/09/2023 08:00,7,Asia,September,2023
Bulgaria,12/09/2023 02:00,1,Europe,September,2023
Tonga,12/09/2023 12:00,5,Pacific,September,2023
Trinidad and Tobago,11/09/2023 19:00,1,America,September,2023
Tunisia,11/09/2023 23:45,1,Africa,September,2023
Turkey,12/09/2023 02:00,1,Europe,September,2023
Turkmenistan,12/09/2023 04:00,1,Asia,September,2023
Tuvalu,12/09/2023 11:00,6,Pacific,September,2023
Uganda,12/09/2023 02:00,1,Africa,September,2023
Ukraine,12/09/2023 02:00,1,Europe,September,2023
United Arab Emirates,12/09/2023 03:00,1,Asia,September,2023
United Kingdom,12/09/2023 00:00,1,Europe,September,2023
United States of America,11/09/2023 16:00,6,America,September,2023
Uruguay,11/09/2023 20:00,1,America,September,2023
Uzbekistan,12/09/2023 04:00,1,Asia,September,2023
Vanuatu,12/09/2023 10:00,5,Pacific,September,2023
Venezuela,11/09/2023 19:00,1,America,September,2023
Vietnam,12/09/2023 06:00,6,Asia,September,2023
Yemen,12/09/2023 02:00,1,Asia,September,2023
Zambia,12/09/2023 01:00,1,Africa,September,2023
Zimbabwe,12/09/2023 01:00,1,Africa,September,2023
Afghanistan,13/09/2023 03:15,1,Asia,September,2023
Albania,13/09/2023 00:45,1,Europe,September,2023
Algeria,12/09/2023 23:45,1,Africa,September,2023
Andorra,13/09/2023 00:45,1,Europe,September,2023
Angola,12/09/2023 23:45,1,Africa,September,2023
Antigua and Barbuda,12/09/2023 18:45,7,America,September,2023
Argentina,12/09/2023 19:45,1,America,September,2023
Armenia,13/09/2023 02:45,1,Asia,September,2023
Australia,13/09/2023 08:45,3,Australia,September,2023
Austria,13/09/2023 00:45,1,Europe,September,2023
Azerbaijan,13/09/2023 02:45,1,Asia,September,2023
Bahamas,12/09/2023 18:45,8,America,September,2023
Bahrain,13/09/2023 01:45,1,Asia,September,2023
Bangladesh,13/09/2023 04:45,1,Asia,September,2023
Barbados,12/09/2023 18:45,7,America,September,2023
Belarus,13/09/2023 01:45,1,Europe,September,2023
Belgium,13/09/2023 00:45,1,Europe,September,2023
Belize,12/09/2023 16:45,7,America,September,2023
Benin,12/09/2023 23:45,1,Africa,September,2023
Bhutan,13/09/2023 04:45,1,Asia,September,2023
Bolivia,12/09/2023 18:45,4,America,September,2023
Bosnia and Herzegovina,13/09/2023 00:45,1,Europe,September,2023
Botswana,13/09/2023 00:45,1,Africa,September,2023
Brazil,12/09/2023 18:45,1,America,September,2023
Brunei Darussalam,13/09/2023 06:45,1,Asia,September,2023
Bulgaria,13/09/2023 01:45,1,Europe,September,2023
Burkina Faso,12/09/2023 22:45,1,Africa,September,2023
Burundi,13/09/2023 00:45,1,Africa,September,2023
Madagascar,13/09/2023 01:45,1,Indian,September,2023
Cape Verde,12/09/2023 21:45,1,Atlantic,September,2023
Cambodia,13/09/2023 05:45,1,Asia,September,2023
Cameroon,12/09/2023 23:45,1,Africa,September,2023
Canada,12/09/2023 18:45,5,America,September,2023
Central African Republic,12/09/2023 23:45,1,Africa,September,2023
Chad,12/09/2023 23:45,1,Africa,September,2023
Chile,12/09/2023 19:45,4,America,September,2023
China,13/09/2023 06:45,5,Asia,September,2023
Bulgaria,13/09/2023 01:45,1,Europe,September,2023
Comoros,13/09/2023 01:45,1,Indian,September,2023
Congo,12/09/2023 23:45,1,Africa,September,2023
Costa Rica,12/09/2023 16:45,6,America,September,2023
Croatia,13/09/2023 00:45,1,Europe,September,2023
Cuba,12/09/2023 18:45,7,America,September,2023
Cyprus,13/09/2023 01:45,1,Asia,September,2023
Czech Republic,13/09/2023 00:45,1,Europe,September,2023
Democratic Republic of Congo,12/09/2023 23:45,1,Africa,September,2023
Denmark,13/09/2023 00:45,1,Europe,September,2023
Djibouti,13/09/2023 01:45,1,Africa,September,2023
Dominica,12/09/2023 18:45,7,America,September,2023
Dominican Republic,12/09/2023 18:45,8,America,September,2023
Ecuador,12/09/2023 17:45,3,America,September,2023
Egypt,13/09/2023 01:45,1,Africa,September,2023
El Salvador,12/09/2023 16:45,7,America,September,2023
Equatorial Guinea,12/09/2023 23:45,1,Africa,September,2023
Eritrea,13/09/2023 01:45,1,Africa,September,2023
Estonia,13/09/2023 01:45,1,Europe,September,2023
Swaziland,13/09/2023 00:45,1,Africa,September,2023
Ethiopia,13/09/2023 01:45,1,Africa,September,2023
Fiji Islands,13/09/2023 10:45,7,Pacific,September,2023
Finland,13/09/2023 01:45,1,Europe,September,2023
France,13/09/2023 00:45,1,Europe,September,2023
Gabon,12/09/2023 23:45,1,Africa,September,2023
Gambia,12/09/2023 22:45,1,Africa,September,2023
Georgia,13/09/2023 02:45,1,Asia,September,2023
Germany,13/09/2023 00:45,1,Europe,September,2023
Ghana,12/09/2023 22:45,1,Africa,September,2023
Greece,13/09/2023 01:45,1,Europe,September,2023
Grenada,12/09/2023 18:45,7,America,September,2023
Guatemala,12/09/2023 16:45,6,America,September,2023
Guinea,12/09/2023 22:45,1,Africa,September,2023
Guinea-Bissau,12/09/2023 22:45,1,Africa,September,2023
Guyana,12/09/2023 18:45,1,America,September,2023
Haiti,12/09/2023 18:45,7,America,September,2023
Vatican City,13/09/2023 00:45,1,Europe,September,2023
Honduras,12/09/2023 16:45,6,America,September,2023
Hungary,13/09/2023 00:45,1,Europe,September,2023
Iceland,12/09/2023 22:45,1,Atlantic,September,2023
India,13/09/2023 04:15,1,Asia,September,2023
Indonesia,13/09/2023 05:45,1,Asia,September,2023
Iran,13/09/2023 02:15,1,Asia,September,2023
Iraq,13/09/2023 01:45,1,Asia,September,2023
Ireland,12/09/2023 23:45,1,Europe,September,2023
Israel,13/09/2023 01:45,1,Asia,September,2023
Italy,13/09/2023 00:45,1,Europe,September,2023
Jamaica,12/09/2023 17:45,8,America,September,2023
Japan,13/09/2023 07:45,7,Asia,September,2023
Jordan,13/09/2023 01:45,1,Asia,September,2023
Kazakhstan,13/09/2023 04:45,1,Asia,September,2023
Kenya,13/09/2023 01:45,1,Africa,September,2023
Kiribati,13/09/2023 10:45,7,Pacific,September,2023
Kuwait,13/09/2023 01:45,1,Asia,September,2023
Kyrghyzstan,13/09/2023 04:45,1,Asia,September,2023
Indonesia,13/09/2023 05:45,1,Asia,September,2023
Latvia,13/09/2023 01:45,1,Europe,September,2023
Lebanon,13/09/2023 01:45,1,Asia,September,2023
Lesotho,13/09/2023 00:45,1,Africa,September,2023
Liberia,12/09/2023 22:45,1,Africa,September,2023
Thailand,13/09/2023 05:45,1,Asia,September,2023
Liechtenstein,13/09/2023 00:45,1,Europe,September,2023
Lithuania,13/09/2023 01:45,1,Europe,September,2023
Luxembourg,13/09/2023 00:45,1,Europe,September,2023
Madagascar,13/09/2023 01:45,1,Indian,September,2023
Malawi,13/09/2023 00:45,1,Africa,September,2023
Malaysia,13/09/2023 06:45,1,Asia,September,2023
Maldives,13/09/2023 03:45,1,Indian,September,2023
Mali,12/09/2023 22:45,1,Africa,September,2023
Malta,13/09/2023 00:45,1,Europe,September,2023
Marshall Islands,13/09/2023 10:45,7,Pacific,September,2023
