country,last_updated,uv_index,Continent,month_name,year_name
Antigua and Barbuda,03/09/2023 19:30,1,America,September,2023
Argentina,03/09/2023 20:30,1,America,September,2023
Armenia,04/09/2023 03:30,1,Asia,September,2023
Australia,04/09/2023 09:30,4,Australia,September,2023
Austria,04/09/2023 01:30,1,Europe,September,2023
Azerbaijan,04/09/2023 03:30,1,Asia,September,2023
Bahamas,03/09/2023 19:30,7,America,September,2023
Bahrain,04/09/2023 02:30,1,Asia,September,2023
Bangladesh,04/09/2023 05:30,1,Asia,September,2023
Barbados,03/09/2023 19:30,1,America,September,2023
Belarus,04/09/2023 02:30,1,Europe,September,2023
Belgium,04/09/2023 01:30,1,Europe,September,2023
Belize,03/09/2023 17:30,7,America,September,2023
Benin,04/09/2023 00:30,1,Africa,September,2023
Bhutan,04/09/2023 05:30,1,Asia,September,2023
Bolivia,03/09/2023 19:30,1,America,September,2023
Bosnia and Herzegovina,04/09/2023 01:30,1,Europe,September,2023
Botswana,04/09/2023 01:30,1,Africa,September,2023
Brazil,03/09/2023 19:30,1,America,September,2023
Brunei Darussalam,04/09/2023 07:30,7,Asia,September,2023
Bulgaria,04/09/2023 02:30,1,Europe,September,2023
Burkina Faso,03/09/2023 23:30,1,Africa,September,2023
Burundi,04/09/2023 01:30,1,Africa,September,2023
Madagascar,04/09/2023 02:30,1,Indian,September,2023
Cape Verde,03/09/2023 22:30,1,Atlantic,September,2023
Cambodia,04/09/2023 06:30,6,Asia,September,2023
Cameroon,04/09/2023 00:30,1,Africa,September,2023
Canada,03/09/2023 19:30,7,America,September,2023
Central African Republic,04/09/2023 00:30,1,Africa,September,2023
Chad,04/09/2023 00:30,1,Africa,September,2023
Chile,03/09/2023 20:30,1,America,September,2023
China,04/09/2023 07:30,6,Asia,September,2023
Bulgaria,04/09/2023 02:30,1,Europe,September,2023
Comoros,04/09/2023 02:30,1,Indian,September,2023
Congo,04/09/2023 00:30,1,Africa,September,2023
Costa Rica,03/09/2023 17:30,5,America,September,2023
Croatia,04/09/2023 01:30,1,Europe,September,2023
Cuba,03/09/2023 19:30,7,America,September,2023
Cyprus,04/09/2023 02:30,1,Asia,September,2023
Czech Republic,04/09/2023 01:30,1,Europe,September,2023
Democratic Republic of Congo,04/09/2023 00:30,1,Africa,September,2023
Denmark,04/09/2023 01:30,1,Europe,September,2023
Djibouti,04/09/2023 02:30,1,Africa,September,2023
Dominica,03/09/2023 19:30,1,America,September,2023
Dominican Republic,03/09/2023 19:30,1,America,September,2023
Ecuador,03/09/2023 18:30,3,America,September,2023
Egypt,04/09/2023 02:30,1,Africa,September,2023
El Salvador,03/09/2023 17:30,5,America,September,2023
Equatorial Guinea,04/09/2023 00:30,1,Africa,September,2023
Eritrea,04/09/2023 02:30,1,Africa,September,2023
Estonia,04/09/2023 02:30,1,Europe,September,2023
Swaziland,04/09/2023 01:30,1,Africa,September,2023
Ethiopia,04/09/2023 02:30,1,Africa,September,2023
Fiji Islands,04/09/2023 11:30,7,Pacific,September,2023
Finland,04/09/2023 02:30,1,Europe,September,2023
France,04/09/2023 01:30,1,Europe,September,2023
Gabon,04/09/2023 00:30,1,Africa,September,2023
Gambia,03/09/2023 23:30,1,Africa,September,2023
Georgia,04/09/2023 03:30,1,Asia,September,2023
Germany,04/09/2023 01:30,1,Europe,September,2023
Ghana,03/09/2023 23:30,1,Africa,September,2023
Greece,04/09/2023 02:30,1,Europe,September,2023
Grenada,03/09/2023 19:30,1,America,September,2023
Guatemala,03/09/2023 17:30,5,America,September,2023
Guinea,03/09/2023 23:30,1,Africa,September,2023
Guinea-Bissau,03/09/2023 23:30,1,Africa,September,2023
Guyana,03/09/2023 19:30,1,America,September,2023
Haiti,03/09/2023 19:30,7,America,September,2023
Vatican City,04/09/2023 01:30,1,Europe,September,2023
Honduras,03/09/2023 17:30,5,America,September,2023
Hungary,04/09/2023 01:30,1,Europe,September,2023
Iceland,03/09/2023 23:30,1,Atlantic,September,2023
India,04/09/2023 05:00,1,Asia,September,2023
Indonesia,04/09/2023 06:30,7,Asia,September,2023
Iran,04/09/2023 03:00,1,Asia,September,2023
Iraq,04/09/2023 02:30,1,Asia,September,2023
Ireland,04/09/2023 00:30,1,Europe,September,2023
Israel,04/09/2023 02:30,1,Asia,September,2023
Italy,04/09/2023 01:30,1,Europe,September,2023
Jamaica,03/09/2023 18:30,6,America,September,2023
Japan,04/09/2023 08:30,6,Asia,September,2023
Jordan,04/09/2023 02:30,1,Asia,September,2023
Kazakhstan,04/09/2023 05:30,1,Asia,September,2023
Kenya,04/09/2023 02:30,1,Africa,September,2023
Kiribati,04/09/2023 11:30,6,Pacific,September,2023
Kuwait,04/09/2023 02:30,1,Asia,September,2023
Kyrghyzstan,04/09/2023 05:30,1,Asia,September,2023
Indonesia,04/09/2023 06:30,5,Asia,September,2023
Latvia,04/09/2023 02:30,1,Europe,September,2023
Lebanon,04/09/2023 02:30,1,Asia,September,2023
Lesotho,04/09/2023 01:30,1,Africa,September,2023
Liberia,03/09/2023 23:30,1,Africa,September,2023
Thailand,04/09/2023 06:30,1,Asia,September,2023
Liechtenstein,04/09/2023 01:30,1,Europe,September,2023
Lithuania,04/09/2023 02:30,1,Europe,September,2023
Luxembourg,04/09/2023 01:30,1,Europe,September,2023
Madagascar,04/09/2023 02:30,1,Indian,September,2023
Malawi,04/09/2023 01:30,1,Africa,September,2023
Malaysia,04/09/2023 07:30,1,Asia,September,2023
Maldives,04/09/2023 04:30,1,Indian,September,2023
Mali,03/09/2023 23:30,1,Africa,September,2023
Malta,04/09/2023 01:30,1,Europe,September,2023
Marshall Islands,04/09/2023 11:30,7,Pacific,September,2023
Mauritania,03/09/2023 23:30,1,Africa,September,2023
Mauritius,04/09/2023 03:30,1,Indian,September,2023
Mexico,03/09/2023 17:30,6,America,September,2023
Micronesia,04/09/2023 10:30,7,Pacific,September,2023
Russia,04/09/2023 06:30,4,Asia,September,2023
Monaco,04/09/2023 01:30,1,Europe,September,2023
Mongolia,04/09/2023 07:30,6,Asia,September,2023
Montenegro,04/09/2023 01:30,1,Europe,September,2023
Morocco,04/09/2023 00:30,1,Africa,September,2023
Mozambique,04/09/2023 01:30,1,Africa,September,2023
Myanmar,04/09/2023 06:00,6,Asia,September,2023
Namibia,04/09/2023 01:30,1,Africa,September,2023
Turkey,04/09/2023 02:30,1,Europe,September,2023
Nepal,04/09/2023 05:15,4,Asia,September,2023
Netherlands,04/09/2023 01:30,1,Europe,September,2023
New Zealand,04/09/2023 11:30,4,Pacific,September,2023
Nicaragua,03/09/2023 17:30,7,America,September,2023
Niger,04/09/2023 00:45,1,Africa,September,2023
Nigeria,04/09/2023 00:30,1,Africa,September,2023
North Korea,04/09/2023 08:30,5,Asia,September,2023
Macedonia,04/09/2023 01:45,1,Europe,September,2023
Norway,04/09/2023 01:30,1,Europe,September,2023
Oman,04/09/2023 03:45,1,Asia,September,2023
Pakistan,04/09/2023 04:45,1,Asia,September,2023
Palau,04/09/2023 08:45,1,Pacific,September,2023
Bolivia,03/09/2023 19:45,1,America,September,2023
Panama,03/09/2023 18:45,6,America,September,2023
Papua New Guinea,04/09/2023 09:45,7,Pacific,September,2023
Paraguay,03/09/2023 19:45,1,America,September,2023
Peru,03/09/2023 18:45,5,America,September,2023
Philippines,04/09/2023 07:30,6,Asia,September,2023
Poland,04/09/2023 01:30,1,Europe,September,2023
Portugal,04/09/2023 00:45,1,Europe,September,2023
Qatar,04/09/2023 02:45,1,Asia,September,2023
Romania,04/09/2023 02:30,1,Europe,September,2023
Russia,04/09/2023 02:30,1,Europe,September,2023
Rwanda,04/09/2023 01:45,1,Africa,September,2023
Saint Kitts and Nevis,03/09/2023 19:45,1,America,September,2023
Saint Lucia,03/09/2023 19:45,1,America,September,2023
Saint Vincent and the Grenadines,03/09/2023 19:45,1,America,September,2023
Samoa,04/09/2023 12:45,6,Pacific,September,2023
San Marino,04/09/2023 01:30,1,Europe,September,2023
Belgium,04/09/2023 01:45,1,Europe,September,2023
Saudi Arabia,04/09/2023 02:30,1,Asia,September,2023
Senegal,03/09/2023 23:45,1,Africa,September,2023
Serbia,04/09/2023 01:45,1,Europe,September,2023
Seychelles Islands,04/09/2023 03:30,1,Indian,September,2023
Sierra Leone,03/09/2023 23:45,1,Africa,September,2023
Singapore,04/09/2023 07:30,1,Asia,September,2023
Slovakia,04/09/2023 01:30,1,Europe,September,2023
Slovenia,04/09/2023 01:45,1,Europe,September,2023
Solomon Islands,04/09/2023 10:45,7,Pacific,September,2023
Somalia,04/09/2023 02:45,1,Africa,September,2023
South Africa,04/09/2023 01:45,1,Africa,September,2023
South Korea,04/09/2023 08:45,5,Asia,September,2023
Sudan,04/09/2023 01:45,1,Africa,September,2023
Spain,04/09/2023 01:45,1,Europe,September,2023
Sri Lanka,04/09/2023 05:15,1,Asia,September,2023
Sudan,04/09/2023 01:45,1,Africa,September,2023
Suriname,03/09/2023 20:45,1,America,September,2023
Sweden,04/09/2023 01:45,1,Europe,September,2023
Switzerland,04/09/2023 01:45,1,Europe,September,2023
Syria,04/09/2023 02:30,1,Asia,September,2023
Tajikistan,04/09/2023 04:45,1,Asia,September,2023
Tanzania,04/09/2023 02:45,1,Africa,September,2023
Thailand,04/09/2023 06:30,1,Asia,September,2023
Indonesia,04/09/2023 06:45,5,Asia,September,2023
Bulgaria,04/09/2023 02:45,1,Europe,September,2023
Tonga,04/09/2023 12:45,6,Pacific,September,2023
Trinidad and Tobago,03/09/2023 19:45,1,America,September,2023
Tunisia,04/09/2023 00:45,1,Africa,September,2023
Turkey,04/09/2023 02:45,1,Europe,September,2023
Turkmenistan,04/09/2023 04:45,1,Asia,September,2023
Tuvalu,04/09/2023 11:45,6,Pacific,September,2023
Uganda,04/09/2023 02:45,1,Africa,September,2023
Ukraine,04/09/2023 02:45,1,Europe,September,2023
United Arab Emirates,04/09/2023 03:45,1,Asia,September,2023
United Kingdom,04/09/2023 00:45,1,Europe,September,2023
United States of America,03/09/2023 16:45,7,America,September,2023
Uruguay,03/09/2023 20:45,1,America,September,2023
Uzbekistan,04/09/2023 04:30,1,Asia,September,2023
Vanuatu,04/09/2023 10:45,6,Pacific,September,2023
Venezuela,03/09/2023 19:45,1,America,September,2023
Vietnam,04/09/2023 06:30,5,Asia,September,2023
Yemen,04/09/2023 02:45,1,Asia,September,2023
Zambia,04/09/2023 01:45,1,Africa,September,2023
Zimbabwe,04/09/2023 01:45,1,Africa,September,2023
Afghanistan,05/09/2023 04:00,1,Asia,September,2023
Albania,05/09/2023 01:30,1,Europe,September,2023
Algeria,05/09/2023 00:30,1,Africa,September,2023
Andorra,05/09/2023 01:30,1,Europe,September,2023
Angola,05/09/2023 00:30,1,Africa,September,2023
Antigua and Barbuda,04/09/2023 19:30,1,America,September,2023
Argentina,04/09/2023 20:30,1,America,September,2023
Armenia,05/09/2023 03:30,1,Asia,September,2023
Australia,05/09/2023 09:30,4,Australia,September,2023
Austria,05/09/2023 01:30,1,Europe,September,2023
Azerbaijan,05/09/2023 03:30,1,Asia,September,2023
Bahamas,04/09/2023 19:30,7,America,September,2023
Bahrain,05/09/2023 02:30,1,Asia,September,2023
Bangladesh,05/09/2023 05:30,1,Asia,September,2023
Barbados,04/09/2023 19:30,1,America,September,2023
Belarus,05/09/2023 02:30,1,Europe,September,2023
Belgium,05/09/2023 01:30,1,Europe,September,2023
Belize,04/09/2023 17:30,8,America,September,2023
Benin,05/09/2023 00:30,1,Africa,September,2023
Bhutan,05/09/2023 05:30,1,Asia,September,2023
Bolivia,04/09/2023 19:30,1,America,September,2023
Bosnia and Herzegovina,05/09/2023 01:30,1,Europe,September,2023
Botswana,05/09/2023 01:30,1,Africa,September,2023
Brazil,04/09/2023 19:30,1,America,September,2023
Brunei Darussalam,05/09/2023 07:30,6,Asia,September,2023
Bulgaria,05/09/2023 02:30,1,Europe,September,2023
Burkina Faso,04/09/2023 23:30,1,Africa,September,2023
Burundi,05/09/2023 01:30,1,Africa,September,2023
Madagascar,05/09/2023 02:30,1,Indian,September,2023
Cape Verde,04/09/2023 22:30,1,Atlantic,September,2023
Cambodia,05/09/2023 06:30,7,Asia,September,2023
Cameroon,05/09/2023 00:30,1,Africa,September,2023
Canada,04/09/2023 19:30,7,America,September,2023
Central African Republic,05/09/2023 00:30,1,Africa,September,2023
Chad,05/09/2023 00:30,1,Africa,September,2023
Chile,04/09/2023 20:30,1,America,September,2023
China,05/09/2023 07:30,6,Asia,September,2023
Bulgaria,05/09/2023 02:30,1,Europe,September,2023
Comoros,05/09/2023 02:30,1,Indian,September,2023
Congo,05/09/2023 00:30,1,Africa,September,2023
Costa Rica,04/09/2023 17:30,4,America,September,2023
Croatia,05/09/2023 01:30,1,Europe,September,2023
Cuba,04/09/2023 19:30,6,America,September,2023
Cyprus,05/09/2023 02:30,1,Asia,September,2023
Czech Republic,05/09/2023 01:30,1,Europe,September,2023
Democratic Republic of Congo,05/09/2023 00:30,1,Africa,September,2023
Denmark,05/09/2023 01:30,1,Europe,September,2023
Djibouti,05/09/2023 02:30,1,Africa,September,2023
Dominica,04/09/2023 19:30,1,America,September,2023
Dominican Republic,04/09/2023 19:30,1,America,September,2023
Ecuador,04/09/2023 18:30,3,America,September,2023
Egypt,05/09/2023 02:30,1,Africa,September,2023
El Salvador,04/09/2023 17:30,6,America,September,2023
Equatorial Guinea,05/09/2023 00:30,1,Africa,September,2023
Eritrea,05/09/2023 02:30,1,Africa,September,2023
Estonia,05/09/2023 02:30,1,Europe,September,2023
Swaziland,05/09/2023 01:30,1,Africa,September,2023
Ethiopia,05/09/2023 02:30,1,Africa,September,2023
Fiji Islands,05/09/2023 11:30,6,Pacific,September,2023
Finland,05/09/2023 02:30,1,Europe,September,2023
France,05/09/2023 01:30,1,Europe,September,2023
Gabon,05/09/2023 00:30,1,Africa,September,2023
Gambia,04/09/2023 23:30,1,Africa,September,2023
Georgia,05/09/2023 03:30,1,Asia,September,2023
Germany,05/09/2023 01:30,1,Europe,September,2023
Ghana,04/09/2023 23:30,1,Africa,September,2023
Greece,05/09/2023 02:30,1,Europe,September,2023
Grenada,04/09/2023 19:30,1,America,September,2023
Guatemala,04/09/2023 17:30,5,America,September,2023
Guinea,04/09/2023 23:30,1,Africa,September,2023
Guinea-Bissau,04/09/2023 23:30,1,Africa,September,2023
Guyana,04/09/2023 19:30,1,America,September,2023
Haiti,04/09/2023 19:30,7,America,September,2023
Vatican City,05/09/2023 01:30,1,Europe,September,2023
Honduras,04/09/2023 17:30,5,America,September,2023
Hungary,05/09/2023 01:30,1,Europe,September,2023
Iceland,04/09/2023 23:30,1,Atlantic,September,2023
India,05/09/2023 05:00,1,Asia,September,2023
Indonesia,05/09/2023 06:30,6,Asia,September,2023
Iran,05/09/2023 03:00,1,Asia,September,2023
Iraq,05/09/2023 02:30,1,Asia,September,2023
Ireland,05/09/2023 00:30,1,Europe,September,2023
Israel,05/09/2023 02:30,1,Asia,September,2023
Italy,05/09/2023 01:30,1,Europe,September,2023
Jamaica,04/09/2023 18:30,7,America,September,2023
Japan,05/09/2023 08:30,7,Asia,September,2023
Jordan,05/09/2023 02:30,1,Asia,September,2023
Kazakhstan,05/09/2023 05:30,1,Asia,September,2023
Kenya,05/09/2023 02:30,1,Africa,September,2023
Kiribati,05/09/2023 11:30,6,Pacific,September,2023
Kuwait,05/09/2023 02:30,1,Asia,September,2023
Kyrghyzstan,05/09/2023 05:30,1,Asia,September,2023
Indonesia,05/09/2023 06:30,5,Asia,September,2023
Latvia,05/09/2023 02:30,1,Europe,September,2023
Lebanon,05/09/2023 02:30,1,Asia,September,2023
Lesotho,05/09/2023 01:30,1,Africa,September,2023
Liberia,04/09/2023 23:30,1,Africa,September,2023
Thailand,05/09/2023 06:30,1,Asia,September,2023
Liechtenstein,05/09/2023 01:30,1,Europe,September,2023
Lithuania,05/09/2023 02:30,1,Europe,September,2023
Luxembourg,05/09/2023 01:30,1,Europe,September,2023
Madagascar,05/09/2023 02:30,1,Indian,September,2023
Malawi,05/09/2023 01:30,1,Africa,September,2023
Malaysia,05/09/2023 07:30,1,Asia,September,2023
Maldives,05/09/2023 04:30,1,Indian,September,2023
Mali,04/09/2023 23:30,1,Africa,September,2023
Malta,05/09/2023 01:30,1,Europe,September,2023
Marshall Islands,05/09/2023 11:30,6,Pacific,September,2023
Mauritania,04/09/2023 23:30,1,Africa,September,2023
Mauritius,05/09/2023 03:30,1,Indian,September,2023
Mexico,04/09/2023 17:30,7,America,September,2023
Micronesia,05/09/2023 10:30,7,Pacific,September,2023
Russia,05/09/2023 06:30,1,Asia,September,2023
Monaco,05/09/2023 01:30,1,Europe,September,2023
Mongolia,05/09/2023 07:30,7,Asia,September,2023
Montenegro,05/09/2023 01:30,1,Europe,September,2023
Morocco,05/09/2023 00:30,1,Africa,September,2023
Mozambique,05/09/2023 01:30,1,Africa,September,2023
Myanmar,05/09/2023 06:00,5,Asia,September,2023
Namibia,05/09/2023 01:30,1,Africa,September,2023
Turkey,05/09/2023 02:30,1,Europe,September,2023
Nepal,05/09/2023 05:15,4,Asia,September,2023
Netherlands,05/09/2023 01:30,1,Europe,September,2023
New Zealand,05/09/2023 11:30,3,Pacific,September,2023
Nicaragua,04/09/2023 17:30,6,America,September,2023
Niger,05/09/2023 00:30,1,Africa,September,2023
Nigeria,05/09/2023 00:30,1,Africa,September,2023
North Korea,05/09/2023 08:30,6,Asia,September,2023
Macedonia,05/09/2023 01:30,1,Europe,September,2023
Norway,05/09/2023 01:30,1,Europe,September,2023
Oman,05/09/2023 03:30,1,Asia,September,2023
Pakistan,05/09/2023 04:30,1,Asia,September,2023
Palau,05/09/2023 08:30,1,Pacific,September,2023
Bolivia,04/09/2023 19:30,1,America,September,2023
Panama,04/09/2023 18:30,6,America,September,2023
Papua New Guinea,05/09/2023 09:30,7,Pacific,September,2023
Paraguay,04/09/2023 19:30,1,America,September,2023
Peru,04/09/2023 18:30,5,America,September,2023
Philippines,05/09/2023 07:30,6,Asia,September,2023
Poland,05/09/2023 01:30,1,Europe,September,2023
Portugal,05/09/2023 00:30,1,Europe,September,2023
Qatar,05/09/2023 02:30,1,Asia,September,2023
Romania,05/09/2023 02:30,1,Europe,September,2023
Russia,05/09/2023 02:30,1,Europe,September,2023
Rwanda,05/09/2023 01:30,1,Africa,September,2023
Saint Kitts and Nevis,04/09/2023 19:30,1,America,September,2023
Saint Lucia,04/09/2023 19:30,1,America,September,2023
Saint Vincent and the Grenadines,04/09/2023 19:30,1,America,September,2023
Samoa,05/09/2023 12:30,7,Pacific,September,2023
San Marino,05/09/2023 01:30,1,Europe,September,2023
Belgium,05/09/2023 01:30,1,Europe,September,2023
Saudi Arabia,05/09/2023 02:30,1,Asia,September,2023
Senegal,04/09/2023 23:30,1,Africa,September,2023
Serbia,05/09/2023 01:30,1,Europe,September,2023
Seychelles Islands,05/09/2023 03:30,1,Indian,September,2023
Sierra Leone,04/09/2023 23:30,1,Africa,September,2023
Singapore,05/09/2023 07:30,1,Asia,September,2023
Slovakia,05/09/2023 01:30,1,Europe,September,2023
Slovenia,05/09/2023 01:30,1,Europe,September,2023
Solomon Islands,05/09/2023 10:30,7,Pacific,September,2023
Somalia,05/09/2023 02:30,1,Africa,September,2023
South Africa,05/09/2023 01:30,1,Africa,September,2023
South Korea,05/09/2023 08:30,7,Asia,September,2023
Sudan,05/09/2023 01:30,1,Africa,September,2023
Spain,05/09/2023 01:30,1,Europe,September,2023
Sri Lanka,05/09/2023 05:00,1,Asia,September,2023
Sudan,05/09/2023 01:30,1,Africa,September,2023
Suriname,04/09/2023 20:30,1,America,September,2023
Sweden,05/09/2023 01:30,1,Europe,September,2023
Switzerland,05/09/2023 01:30,1,Europe,September,2023
Syria,05/09/2023 02:30,1,Asia,September,2023
Tajikistan,05/09/2023 04:30,1,Asia,September,2023
Tanzania,05/09/2023 02:30,1,Africa,September,2023
Thailand,05/09/2023 06:30,1,Asia,September,2023
Indonesia,05/09/2023 06:30,5,Asia,September,2023
Bulgaria,05/09/2023 02:30,1,Europe,September,2023
Tonga,05/09/2023 12:30,6,Pacific,September,2023
Trinidad and Tobago,04/09/2023 19:30,1,America,September,2023
Tunisia,05/09/2023 00:30,1,Africa,September,2023
Turkey,05/09/2023 02:30,1,Europe,September,2023
Turkmenistan,05/09/2023 04:30,1,Asia,September,2023
Tuvalu,05/09/2023 11:30,6,Pacific,September,2023
Uganda,05/09/2023 02:30,1,Africa,September,2023
Ukraine,05/09/2023 02:30,1,Europe,September,2023
United Arab Emirates,05/09/2023 03:30,1,Asia,September,2023
United Kingdom,05/09/2023 00:30,1,Europe,September,2023
United States of America,04/09/2023 16:30,6,America,September,2023
Uruguay,04/09/2023 20:30,1,America,September,2023
Uzbekistan,05/09/2023 04:30,1,Asia,September,2023
Vanuatu,05/09/2023 10:30,5,Pacific,September,2023
Venezuela,04/09/2023 19:30,1,America,September,2023
Vietnam,05/09/2023 06:30,6,Asia,September,2023
Yemen,05/09/2023 02:30,1,Asia,September,2023
Zambia,05/09/2023 01:30,1,Africa,September,2023
Zimbabwe,05/09/2023 01:30,1,Africa,September,2023
Afghanistan,06/09/2023 03:45,1,Asia,September,2023
Albania,06/09/2023 01:15,1,Europe,September,2023
Algeria,06/09/2023 00:15,1,Africa,September,2023
Andorra,06/09/2023 01:15,1,Europe,September,2023
Angola,06/09/2023 00:15,1,Africa,September,2023
Antigua and Barbuda,05/09/2023 19:15,1,America,September,2023
Argentina,05/09/2023 20:15,1,America,September,2023
Armenia,06/09/2023 03:15,1,Asia,September,2023
Australia,06/09/2023 09:15,3,Australia,September,2023
Austria,06/09/2023 01:15,1,Europe,September,2023
Azerbaijan,06/09/2023 03:15,1,Asia,September,2023
Bahamas,05/09/2023 19:15,7,America,September,2023
Bahrain,06/09/2023 02:15,1,Asia,September,2023
Bangladesh,06/09/2023 05:15,1,Asia,September,2023
Barbados,05/09/2023 19:15,1,America,September,2023
Belarus,06/09/2023 02:15,1,Europe,September,2023
Belgium,06/09/2023 01:15,1,Europe,September,2023
Belize,05/09/2023 17:15,8,America,September,2023
Benin,06/09/2023 00:15,1,Africa,September,2023
Bhutan,06/09/2023 05:15,1,Asia,September,2023
Bolivia,05/09/2023 19:15,1,America,September,2023
Bosnia and Herzegovina,06/09/2023 01:15,1,Europe,September,2023
Botswana,06/09/2023 01:15,1,Africa,September,2023
Brazil,05/09/2023 19:15,1,America,September,2023
Brunei Darussalam,06/09/2023 07:15,6,Asia,September,2023
Bulgaria,06/09/2023 02:15,1,Europe,September,2023
Burkina Faso,05/09/2023 23:15,1,Africa,September,2023
Burundi,06/09/2023 01:15,1,Africa,September,2023
Madagascar,06/09/2023 02:15,1,Indian,September,2023
Cape Verde,05/09/2023 22:15,1,Atlantic,September,2023
Cambodia,06/09/2023 06:15,6,Asia,September,2023
Cameroon,06/09/2023 00:15,1,Africa,September,2023
Canada,05/09/2023 19:15,8,America,September,2023
Central African Republic,06/09/2023 00:15,1,Africa,September,2023
Chad,06/09/2023 00:15,1,Africa,September,2023
Chile,05/09/2023 20:15,1,America,September,2023
China,06/09/2023 07:15,6,Asia,September,2023
Bulgaria,06/09/2023 02:15,1,Europe,September,2023
Comoros,06/09/2023 02:15,1,Indian,September,2023
Congo,06/09/2023 00:15,1,Africa,September,2023
Costa Rica,05/09/2023 17:15,4,America,September,2023
Croatia,06/09/2023 01:15,1,Europe,September,2023
Cuba,05/09/2023 19:15,7,America,September,2023
Cyprus,06/09/2023 02:15,1,Asia,September,2023
Czech Republic,06/09/2023 01:15,1,Europe,September,2023
Democratic Republic of Congo,06/09/2023 00:15,1,Africa,September,2023
Denmark,06/09/2023 01:15,1,Europe,September,2023
Djibouti,06/09/2023 02:15,1,Africa,September,2023
Dominica,05/09/2023 19:15,1,America,September,2023
Dominican Republic,05/09/2023 19:15,1,America,September,2023
Ecuador,05/09/2023 18:15,5,America,September,2023
Egypt,06/09/2023 02:15,1,Africa,September,2023
El Salvador,05/09/2023 17:15,6,America,September,2023
Equatorial Guinea,06/09/2023 00:15,1,Africa,September,2023
Eritrea,06/09/2023 02:15,1,Africa,September,2023
Estonia,06/09/2023 02:15,1,Europe,September,2023
Swaziland,06/09/2023 01:15,1,Africa,September,2023
Ethiopia,06/09/2023 02:15,1,Africa,September,2023
Fiji Islands,06/09/2023 11:15,5,Pacific,September,2023
Finland,06/09/2023 02:15,1,Europe,September,2023
France,06/09/2023 01:15,1,Europe,September,2023
Gabon,06/09/2023 00:15,1,Africa,September,2023
Gambia,05/09/2023 23:15,1,Africa,September,2023
Georgia,06/09/2023 03:15,1,Asia,September,2023
Germany,06/09/2023 01:15,1,Europe,September,2023
Ghana,05/09/2023 23:15,1,Africa,September,2023
Greece,06/09/2023 02:15,1,Europe,September,2023
Grenada,05/09/2023 19:15,1,America,September,2023
Guatemala,05/09/2023 17:15,4,America,September,2023
Guinea,05/09/2023 23:15,1,Africa,September,2023
Guinea-Bissau,05/09/2023 23:15,1,Africa,September,2023
Guyana,05/09/2023 19:15,1,America,September,2023
Haiti,05/09/2023 19:15,1,America,September,2023
Vatican City,06/09/2023 01:15,1,Europe,September,2023
Honduras,05/09/2023 17:15,5,America,September,2023
Hungary,06/09/2023 01:15,1,Europe,September,2023
Iceland,05/09/2023 23:15,1,Atlantic,September,2023
India,06/09/2023 04:45,1,Asia,September,2023
Indonesia,06/09/2023 06:15,7,Asia,September,2023
Iran,06/09/2023 02:45,1,Asia,September,2023
Iraq,06/09/2023 02:15,1,Asia,September,2023
Ireland,06/09/2023 00:15,1,Europe,September,2023
Israel,06/09/2023 02:15,1,Asia,September,2023
Italy,06/09/2023 01:15,1,Europe,September,2023
Jamaica,05/09/2023 18:15,6,America,September,2023
Japan,06/09/2023 08:15,7,Asia,September,2023
Jordan,06/09/2023 02:15,1,Asia,September,2023
Kazakhstan,06/09/2023 05:15,1,Asia,September,2023
Kenya,06/09/2023 02:15,1,Africa,September,2023
Kiribati,06/09/2023 11:15,7,Pacific,September,2023
Kuwait,06/09/2023 02:15,1,Asia,September,2023
Kyrghyzstan,06/09/2023 05:15,1,Asia,September,2023
Indonesia,06/09/2023 06:15,5,Asia,September,2023
Latvia,06/09/2023 02:15,1,Europe,September,2023
Lebanon,06/09/2023 02:15,1,Asia,September,2023
Lesotho,06/09/2023 01:15,1,Africa,September,2023
Liberia,05/09/2023 23:15,1,Africa,September,2023
Thailand,06/09/2023 06:15,1,Asia,September,2023
Liechtenstein,06/09/2023 01:15,1,Europe,September,2023
Lithuania,06/09/2023 02:15,1,Europe,September,2023
Luxembourg,06/09/2023 01:15,1,Europe,September,2023
Madagascar,06/09/2023 02:15,1,Indian,September,2023
Malawi,06/09/2023 01:15,1,Africa,September,2023
Malaysia,06/09/2023 07:15,1,Asia,September,2023
Maldives,06/09/2023 04:15,1,Indian,September,2023
Mali,05/09/2023 23:15,1,Africa,September,2023
Malta,06/09/2023 01:15,1,Europe,September,2023
Marshall Islands,06/09/2023 11:15,6,Pacific,September,2023
Mauritania,05/09/2023 23:15,1,Africa,September,2023
Mauritius,06/09/2023 03:15,1,Indian,September,2023
Mexico,05/09/2023 17:15,7,America,September,2023
Micronesia,06/09/2023 10:15,6,Pacific,September,2023
Russia,06/09/2023 06:15,1,Asia,September,2023
Monaco,06/09/2023 01:15,1,Europe,September,2023
Mongolia,06/09/2023 07:15,7,Asia,September,2023
Montenegro,06/09/2023 01:15,1,Europe,September,2023
Morocco,06/09/2023 00:15,1,Africa,September,2023
Mozambique,06/09/2023 01:15,1,Africa,September,2023
Myanmar,06/09/2023 05:45,1,Asia,September,2023
Namibia,06/09/2023 01:15,1,Africa,September,2023
Turkey,06/09/2023 02:15,1,Europe,September,2023
Nepal,06/09/2023 05:00,1,Asia,September,2023
